,filebasename,structtype,event,freq
255,20220526_y200_d5mi10s_004_D3D_3DALIGN_predictc001_predict.tif,WT,None,0.7833333333333333
256,20220526_y200_d5mi10s_004_D3D_3DALIGN_predictc001_predict.tif,WT,Fission,0.06666666666666667
257,20220526_y200_d5mi10s_004_D3D_3DALIGN_predictc001_predict.tif,WT,Fusion,0.15
258,20220526_y200_d5mi10s_004_D3D_3DALIGN_predictc002_predict.tif,WT,None,0.9015151515151515
259,20220526_y200_d5mi10s_004_D3D_3DALIGN_predictc002_predict.tif,WT,Fission,0.03787878787878788
260,20220526_y200_d5mi10s_004_D3D_3DALIGN_predictc002_predict.tif,WT,Fusion,0.06060606060606061
261,20220526_y200_d5mi10s_004_D3D_3DALIGN_predictc003_predict.tif,WT,None,1.0
262,20220526_y200_d5mi10s_004_D3D_3DALIGN_predictc003_predict.tif,WT,Fission,0.0
263,20220526_y200_d5mi10s_004_D3D_3DALIGN_predictc003_predict.tif,WT,Fusion,0.0
264,20220526_y200_d5mi10s_005_D3D_3DALIGN_predictc001_predict.tif,WT,None,0.8870967741935484
265,20220526_y200_d5mi10s_005_D3D_3DALIGN_predictc001_predict.tif,WT,Fission,0.03225806451612903
266,20220526_y200_d5mi10s_005_D3D_3DALIGN_predictc001_predict.tif,WT,Fusion,0.08064516129032258
267,20220526_y200_d5mi10s_005_D3D_3DALIGN_predictc002_predict.tif,WT,None,1.0
268,20220526_y200_d5mi10s_005_D3D_3DALIGN_predictc002_predict.tif,WT,Fission,0.0
269,20220526_y200_d5mi10s_005_D3D_3DALIGN_predictc002_predict.tif,WT,Fusion,0.0
270,20220526_y200_d5mi10s_005_D3D_3DALIGN_predictc003_predict.tif,WT,None,0.967391304347826
271,20220526_y200_d5mi10s_005_D3D_3DALIGN_predictc003_predict.tif,WT,Fission,0.010869565217391304
272,20220526_y200_d5mi10s_005_D3D_3DALIGN_predictc003_predict.tif,WT,Fusion,0.021739130434782608
273,20220526_y200_d5mi10s_005_D3D_3DALIGN_predictc005_predict.tif,WT,None,1.0
274,20220526_y200_d5mi10s_005_D3D_3DALIGN_predictc005_predict.tif,WT,Fission,0.0
275,20220526_y200_d5mi10s_005_D3D_3DALIGN_predictc005_predict.tif,WT,Fusion,0.0
276,20220526_y200_d5mi10s_005_D3D_3DALIGN_predictc006_predict.tif,WT,None,1.0
277,20220526_y200_d5mi10s_005_D3D_3DALIGN_predictc006_predict.tif,WT,Fission,0.0
278,20220526_y200_d5mi10s_005_D3D_3DALIGN_predictc006_predict.tif,WT,Fusion,0.0
279,20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc000_predict.tif,WT,None,0.7534246575342466
280,20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc000_predict.tif,WT,Fission,0.0958904109589041
281,20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc000_predict.tif,WT,Fusion,0.1506849315068493
282,20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc001_predict.tif,WT,None,0.8541666666666666
283,20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc001_predict.tif,WT,Fission,0.041666666666666664
284,20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc001_predict.tif,WT,Fusion,0.10416666666666667
285,20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc003_predict.tif,WT,None,0.9636363636363636
286,20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc003_predict.tif,WT,Fission,0.0
287,20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc003_predict.tif,WT,Fusion,0.03636363636363636
288,20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc010_predict.tif,WT,None,0.8932038834951457
289,20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc010_predict.tif,WT,Fission,0.04854368932038835
290,20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc010_predict.tif,WT,Fusion,0.05825242718446602
291,20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc012_predict.tif,WT,None,0.8235294117647058
292,20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc012_predict.tif,WT,Fission,0.029411764705882353
293,20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc012_predict.tif,WT,Fusion,0.14705882352941177
294,20220526_y200_d5mi10s_007_D3D_3DALIGN_predictc002_predict.tif,WT,None,0.9153439153439153
295,20220526_y200_d5mi10s_007_D3D_3DALIGN_predictc002_predict.tif,WT,Fission,0.021164021164021163
296,20220526_y200_d5mi10s_007_D3D_3DALIGN_predictc002_predict.tif,WT,Fusion,0.06349206349206349
297,20220526_y200_d5mi10s_007_D3D_3DALIGN_predictc003_predict.tif,WT,None,0.5957446808510638
298,20220526_y200_d5mi10s_007_D3D_3DALIGN_predictc003_predict.tif,WT,Fission,0.14893617021276595
299,20220526_y200_d5mi10s_007_D3D_3DALIGN_predictc003_predict.tif,WT,Fusion,0.2553191489361702
300,20220526_y200_d5mi10s_007_D3D_3DALIGN_predictc008_predict.tif,WT,None,0.9318181818181818
301,20220526_y200_d5mi10s_007_D3D_3DALIGN_predictc008_predict.tif,WT,Fission,0.022727272727272728
302,20220526_y200_d5mi10s_007_D3D_3DALIGN_predictc008_predict.tif,WT,Fusion,0.045454545454545456
303,20220526_y200_d5mi10s_007_D3D_3DALIGN_predictc009_predict.tif,WT,None,0.95
304,20220526_y200_d5mi10s_007_D3D_3DALIGN_predictc009_predict.tif,WT,Fission,0.016666666666666666
305,20220526_y200_d5mi10s_007_D3D_3DALIGN_predictc009_predict.tif,WT,Fusion,0.03333333333333333
306,20220526_y200_d5mi10s_007_D3D_3DALIGN_predictc010_predict.tif,WT,None,0.9402985074626866
307,20220526_y200_d5mi10s_007_D3D_3DALIGN_predictc010_predict.tif,WT,Fission,0.029850746268656716
308,20220526_y200_d5mi10s_007_D3D_3DALIGN_predictc010_predict.tif,WT,Fusion,0.029850746268656716
309,20220526_y200_d5mi10s_007_D3D_3DALIGN_predictc011_predict.tif,WT,None,0.8292682926829268
310,20220526_y200_d5mi10s_007_D3D_3DALIGN_predictc011_predict.tif,WT,Fission,0.04878048780487805
311,20220526_y200_d5mi10s_007_D3D_3DALIGN_predictc011_predict.tif,WT,Fusion,0.12195121951219512
312,20220526_y200_d5mi10s_009_D3D_3DALIGN_predictc008_predict.tif,WT,None,1.0
313,20220526_y200_d5mi10s_009_D3D_3DALIGN_predictc008_predict.tif,WT,Fission,0.0
314,20220526_y200_d5mi10s_009_D3D_3DALIGN_predictc008_predict.tif,WT,Fusion,0.0
315,20220526_y200_d5mi10s_009_D3D_3DALIGN_predictc009_predict.tif,WT,None,0.925
316,20220526_y200_d5mi10s_009_D3D_3DALIGN_predictc009_predict.tif,WT,Fission,0.025
317,20220526_y200_d5mi10s_009_D3D_3DALIGN_predictc009_predict.tif,WT,Fusion,0.05
318,20220526_y200_d5mi10s_009_D3D_3DALIGN_predictc014_predict.tif,WT,None,1.0
319,20220526_y200_d5mi10s_009_D3D_3DALIGN_predictc014_predict.tif,WT,Fission,0.0
320,20220526_y200_d5mi10s_009_D3D_3DALIGN_predictc014_predict.tif,WT,Fusion,0.0
321,20220526_y200_d5mi10s_009_D3D_3DALIGN_predictc015_predict.tif,WT,None,0.9743589743589743
322,20220526_y200_d5mi10s_009_D3D_3DALIGN_predictc015_predict.tif,WT,Fission,0.01282051282051282
323,20220526_y200_d5mi10s_009_D3D_3DALIGN_predictc015_predict.tif,WT,Fusion,0.01282051282051282
324,20220526_y200_d5mi10s_010_D3D_3DALIGN_predictc003_predict.tif,WT,None,0.967391304347826
325,20220526_y200_d5mi10s_010_D3D_3DALIGN_predictc003_predict.tif,WT,Fission,0.010869565217391304
326,20220526_y200_d5mi10s_010_D3D_3DALIGN_predictc003_predict.tif,WT,Fusion,0.021739130434782608
327,20220526_y200_d5mi10s_010_D3D_3DALIGN_predictc004_predict.tif,WT,None,1.0
328,20220526_y200_d5mi10s_010_D3D_3DALIGN_predictc004_predict.tif,WT,Fission,0.0
329,20220526_y200_d5mi10s_010_D3D_3DALIGN_predictc004_predict.tif,WT,Fusion,0.0
330,20220526_y200_d5mi10s_010_D3D_3DALIGN_predictc005_predict.tif,WT,None,0.8691588785046729
331,20220526_y200_d5mi10s_010_D3D_3DALIGN_predictc005_predict.tif,WT,Fission,0.056074766355140186
332,20220526_y200_d5mi10s_010_D3D_3DALIGN_predictc005_predict.tif,WT,Fusion,0.07476635514018691
333,20220526_y200_d5mi10s_010_D3D_3DALIGN_predictc008_predict.tif,WT,None,0.8
334,20220526_y200_d5mi10s_010_D3D_3DALIGN_predictc008_predict.tif,WT,Fission,0.07777777777777778
335,20220526_y200_d5mi10s_010_D3D_3DALIGN_predictc008_predict.tif,WT,Fusion,0.12222222222222222
336,20220526_y200_d5mi10s_010_D3D_3DALIGN_predictc011_predict.tif,WT,None,0.986013986013986
337,20220526_y200_d5mi10s_010_D3D_3DALIGN_predictc011_predict.tif,WT,Fission,0.0
338,20220526_y200_d5mi10s_010_D3D_3DALIGN_predictc011_predict.tif,WT,Fusion,0.013986013986013986
339,20220526_y200_d5mi10s_010_D3D_3DALIGN_predictc012_predict.tif,WT,None,0.8918918918918919
340,20220526_y200_d5mi10s_010_D3D_3DALIGN_predictc012_predict.tif,WT,Fission,0.02702702702702703
341,20220526_y200_d5mi10s_010_D3D_3DALIGN_predictc012_predict.tif,WT,Fusion,0.08108108108108109
342,20220526_y200_d5mi10s_010_D3D_3DALIGN_predictc013_predict.tif,WT,None,0.927710843373494
343,20220526_y200_d5mi10s_010_D3D_3DALIGN_predictc013_predict.tif,WT,Fission,0.024096385542168676
344,20220526_y200_d5mi10s_010_D3D_3DALIGN_predictc013_predict.tif,WT,Fusion,0.04819277108433735
345,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc003_predict.tif,WT,None,1.0
346,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc003_predict.tif,WT,Fission,0.0
347,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc003_predict.tif,WT,Fusion,0.0
348,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc004_predict.tif,WT,None,0.9333333333333333
349,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc004_predict.tif,WT,Fission,0.016666666666666666
350,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc004_predict.tif,WT,Fusion,0.05
351,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc006_predict.tif,WT,None,0.9365079365079365
352,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc006_predict.tif,WT,Fission,0.031746031746031744
353,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc006_predict.tif,WT,Fusion,0.031746031746031744
354,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc008_predict.tif,WT,None,0.90625
355,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc008_predict.tif,WT,Fission,0.03125
356,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc008_predict.tif,WT,Fusion,0.0625
357,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc009_predict.tif,WT,None,0.898876404494382
358,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc009_predict.tif,WT,Fission,0.033707865168539325
359,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc009_predict.tif,WT,Fusion,0.06741573033707865
360,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc010_predict.tif,WT,None,0.72
361,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc010_predict.tif,WT,Fission,0.12
362,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc010_predict.tif,WT,Fusion,0.16
363,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc011_predict.tif,WT,None,0.9523809523809523
364,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc011_predict.tif,WT,Fission,0.0
365,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc011_predict.tif,WT,Fusion,0.047619047619047616
366,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc012_predict.tif,WT,None,0.8135593220338984
367,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc012_predict.tif,WT,Fission,0.059322033898305086
368,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc012_predict.tif,WT,Fusion,0.1271186440677966
369,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc014_predict.tif,WT,None,0.9
370,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc014_predict.tif,WT,Fission,0.05
371,20220526_y200_d5mi10s_011_D3D_3DALIGN_predictc014_predict.tif,WT,Fusion,0.05
372,20220526_y200_d5mi10s_012_D3D_3DALIGN_predictc005_predict.tif,WT,None,0.7076923076923077
373,20220526_y200_d5mi10s_012_D3D_3DALIGN_predictc005_predict.tif,WT,Fission,0.12307692307692308
374,20220526_y200_d5mi10s_012_D3D_3DALIGN_predictc005_predict.tif,WT,Fusion,0.16923076923076924
375,20220526_y200_d5mi10s_012_D3D_3DALIGN_predictc006_predict.tif,WT,None,0.9859154929577465
376,20220526_y200_d5mi10s_012_D3D_3DALIGN_predictc006_predict.tif,WT,Fission,0.014084507042253521
377,20220526_y200_d5mi10s_012_D3D_3DALIGN_predictc006_predict.tif,WT,Fusion,0.0
378,20220526_y200_d5mi10s_012_D3D_3DALIGN_predictc008_predict.tif,WT,None,0.9574468085106383
379,20220526_y200_d5mi10s_012_D3D_3DALIGN_predictc008_predict.tif,WT,Fission,0.0
380,20220526_y200_d5mi10s_012_D3D_3DALIGN_predictc008_predict.tif,WT,Fusion,0.0425531914893617
381,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc004_predict.tif,WT,None,0.8953488372093024
382,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc004_predict.tif,WT,Fission,0.03488372093023256
383,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc004_predict.tif,WT,Fusion,0.06976744186046512
384,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc007_predict.tif,WT,None,0.8235294117647058
385,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc007_predict.tif,WT,Fission,0.058823529411764705
386,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc007_predict.tif,WT,Fusion,0.11764705882352941
387,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc012_predict.tif,WT,None,0.8854961832061069
388,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc012_predict.tif,WT,Fission,0.015267175572519083
389,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc012_predict.tif,WT,Fusion,0.09923664122137404
390,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc017_predict.tif,WT,None,0.7288135593220338
391,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc017_predict.tif,WT,Fission,0.1016949152542373
392,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc017_predict.tif,WT,Fusion,0.1694915254237288
393,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc020_predict.tif,WT,None,0.9473684210526315
394,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc020_predict.tif,WT,Fission,0.017543859649122806
395,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc020_predict.tif,WT,Fusion,0.03508771929824561
396,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc021_predict.tif,WT,None,0.74
397,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc021_predict.tif,WT,Fission,0.08
398,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc021_predict.tif,WT,Fusion,0.18
399,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc024_predict.tif,WT,None,0.94
400,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc024_predict.tif,WT,Fission,0.02
401,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc024_predict.tif,WT,Fusion,0.04
402,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc025_predict.tif,WT,None,0.811965811965812
403,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc025_predict.tif,WT,Fission,0.05982905982905983
404,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc025_predict.tif,WT,Fusion,0.1282051282051282
405,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc026_predict.tif,WT,None,0.9158878504672897
406,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc026_predict.tif,WT,Fission,0.028037383177570093
407,20220526_y200_d5mi10s_013_D3D_3DALIGN_predictc026_predict.tif,WT,Fusion,0.056074766355140186
408,20220526_y200_d5mi10s_014_D3D_3DALIGN_predictc001_predict.tif,WT,None,0.9328859060402684
409,20220526_y200_d5mi10s_014_D3D_3DALIGN_predictc001_predict.tif,WT,Fission,0.020134228187919462
410,20220526_y200_d5mi10s_014_D3D_3DALIGN_predictc001_predict.tif,WT,Fusion,0.04697986577181208
411,20220526_y200_d5mi10s_014_D3D_3DALIGN_predictc002_predict.tif,WT,None,0.9901960784313726
412,20220526_y200_d5mi10s_014_D3D_3DALIGN_predictc002_predict.tif,WT,Fission,0.00980392156862745
413,20220526_y200_d5mi10s_014_D3D_3DALIGN_predictc002_predict.tif,WT,Fusion,0.0
414,20220526_y200_d5mi10s_014_D3D_3DALIGN_predictc005_predict.tif,WT,None,0.9615384615384616
415,20220526_y200_d5mi10s_014_D3D_3DALIGN_predictc005_predict.tif,WT,Fission,0.038461538461538464
416,20220526_y200_d5mi10s_014_D3D_3DALIGN_predictc005_predict.tif,WT,Fusion,0.0
417,20220526_y200_d5mi10s_014_D3D_3DALIGN_predictc006_predict.tif,WT,None,1.0
418,20220526_y200_d5mi10s_014_D3D_3DALIGN_predictc006_predict.tif,WT,Fission,0.0
419,20220526_y200_d5mi10s_014_D3D_3DALIGN_predictc006_predict.tif,WT,Fusion,0.0
420,20220526_y200_d5mi10s_014_D3D_3DALIGN_predictc007_predict.tif,WT,None,0.5853658536585366
421,20220526_y200_d5mi10s_014_D3D_3DALIGN_predictc007_predict.tif,WT,Fission,0.12195121951219512
422,20220526_y200_d5mi10s_014_D3D_3DALIGN_predictc007_predict.tif,WT,Fusion,0.2926829268292683
423,20220526_y200_d5mi10s_014_D3D_3DALIGN_predictc012_predict.tif,WT,None,1.0
424,20220526_y200_d5mi10s_014_D3D_3DALIGN_predictc012_predict.tif,WT,Fission,0.0
425,20220526_y200_d5mi10s_014_D3D_3DALIGN_predictc012_predict.tif,WT,Fusion,0.0
426,20220526_y200_d5mi10s_014_D3D_3DALIGN_predictc015_predict.tif,WT,None,0.7627118644067796
427,20220526_y200_d5mi10s_014_D3D_3DALIGN_predictc015_predict.tif,WT,Fission,0.1016949152542373
428,20220526_y200_d5mi10s_014_D3D_3DALIGN_predictc015_predict.tif,WT,Fusion,0.13559322033898305
429,20220526_y200_d5mi10s_014_D3D_3DALIGN_predictc016_predict.tif,WT,None,0.9202453987730062
430,20220526_y200_d5mi10s_014_D3D_3DALIGN_predictc016_predict.tif,WT,Fission,0.03067484662576687
431,20220526_y200_d5mi10s_014_D3D_3DALIGN_predictc016_predict.tif,WT,Fusion,0.049079754601226995
432,20220526_y200_d5mi10s_015_D3D_3DALIGN_predictc002_predict.tif,WT,None,0.9833333333333333
433,20220526_y200_d5mi10s_015_D3D_3DALIGN_predictc002_predict.tif,WT,Fission,0.0
434,20220526_y200_d5mi10s_015_D3D_3DALIGN_predictc002_predict.tif,WT,Fusion,0.016666666666666666
435,20220526_y200_d5mi10s_015_D3D_3DALIGN_predictc004_predict.tif,WT,None,0.9358974358974359
436,20220526_y200_d5mi10s_015_D3D_3DALIGN_predictc004_predict.tif,WT,Fission,0.01282051282051282
437,20220526_y200_d5mi10s_015_D3D_3DALIGN_predictc004_predict.tif,WT,Fusion,0.05128205128205128
438,20220526_y200_d5mi10s_015_D3D_3DALIGN_predictc006_predict.tif,WT,None,0.8656716417910447
439,20220526_y200_d5mi10s_015_D3D_3DALIGN_predictc006_predict.tif,WT,Fission,0.04477611940298507
440,20220526_y200_d5mi10s_015_D3D_3DALIGN_predictc006_predict.tif,WT,Fusion,0.08955223880597014
441,20220526_y200_d5mi10s_015_D3D_3DALIGN_predictc007_predict.tif,WT,None,0.9426229508196722
442,20220526_y200_d5mi10s_015_D3D_3DALIGN_predictc007_predict.tif,WT,Fission,0.01639344262295082
443,20220526_y200_d5mi10s_015_D3D_3DALIGN_predictc007_predict.tif,WT,Fusion,0.040983606557377046
444,20220526_y200_d5mi10s_015_D3D_3DALIGN_predictc012_predict.tif,WT,None,1.0
445,20220526_y200_d5mi10s_015_D3D_3DALIGN_predictc012_predict.tif,WT,Fission,0.0
446,20220526_y200_d5mi10s_015_D3D_3DALIGN_predictc012_predict.tif,WT,Fusion,0.0
447,20220526_y200_d5mi10s_015_D3D_3DALIGN_predictc014_predict.tif,WT,None,0.8662420382165605
448,20220526_y200_d5mi10s_015_D3D_3DALIGN_predictc014_predict.tif,WT,Fission,0.044585987261146494
449,20220526_y200_d5mi10s_015_D3D_3DALIGN_predictc014_predict.tif,WT,Fusion,0.08917197452229299
450,20220526_y200_d5mi10s_015_D3D_3DALIGN_predictc017_predict.tif,WT,None,0.8723404255319149
451,20220526_y200_d5mi10s_015_D3D_3DALIGN_predictc017_predict.tif,WT,Fission,0.0425531914893617
452,20220526_y200_d5mi10s_015_D3D_3DALIGN_predictc017_predict.tif,WT,Fusion,0.0851063829787234
453,20220526_y200_d5mi10s_016_D3D_3DALIGN_predictc000_predict.tif,WT,None,0.9552238805970149
454,20220526_y200_d5mi10s_016_D3D_3DALIGN_predictc000_predict.tif,WT,Fission,0.014925373134328358
455,20220526_y200_d5mi10s_016_D3D_3DALIGN_predictc000_predict.tif,WT,Fusion,0.029850746268656716
456,20220526_y200_d5mi10s_016_D3D_3DALIGN_predictc006_predict.tif,WT,None,0.9837837837837838
457,20220526_y200_d5mi10s_016_D3D_3DALIGN_predictc006_predict.tif,WT,Fission,0.005405405405405406
458,20220526_y200_d5mi10s_016_D3D_3DALIGN_predictc006_predict.tif,WT,Fusion,0.010810810810810811
459,20220526_y200_d5mi10s_016_D3D_3DALIGN_predictc009_predict.tif,WT,None,0.8740740740740741
460,20220526_y200_d5mi10s_016_D3D_3DALIGN_predictc009_predict.tif,WT,Fission,0.02962962962962963
461,20220526_y200_d5mi10s_016_D3D_3DALIGN_predictc009_predict.tif,WT,Fusion,0.0962962962962963
462,20220526_y200_d5mi10s_016_D3D_3DALIGN_predictc015_predict.tif,WT,None,0.8095238095238095
463,20220526_y200_d5mi10s_016_D3D_3DALIGN_predictc015_predict.tif,WT,Fission,0.047619047619047616
464,20220526_y200_d5mi10s_016_D3D_3DALIGN_predictc015_predict.tif,WT,Fusion,0.14285714285714285
465,20220526_y200_d5mi10s_017_D3D_3DALIGN_predictc000_predict.tif,WT,None,0.9
466,20220526_y200_d5mi10s_017_D3D_3DALIGN_predictc000_predict.tif,WT,Fission,0.03076923076923077
467,20220526_y200_d5mi10s_017_D3D_3DALIGN_predictc000_predict.tif,WT,Fusion,0.06923076923076923
468,20220526_y200_d5mi10s_017_D3D_3DALIGN_predictc001_predict.tif,WT,None,0.7625
469,20220526_y200_d5mi10s_017_D3D_3DALIGN_predictc001_predict.tif,WT,Fission,0.075
470,20220526_y200_d5mi10s_017_D3D_3DALIGN_predictc001_predict.tif,WT,Fusion,0.1625
471,20220526_y200_d5mi10s_017_D3D_3DALIGN_predictc003_predict.tif,WT,None,0.8444444444444444
472,20220526_y200_d5mi10s_017_D3D_3DALIGN_predictc003_predict.tif,WT,Fission,0.06666666666666667
473,20220526_y200_d5mi10s_017_D3D_3DALIGN_predictc003_predict.tif,WT,Fusion,0.08888888888888889
474,20220526_y200_d5mi10s_017_D3D_3DALIGN_predictc005_predict.tif,WT,None,0.9206349206349206
475,20220526_y200_d5mi10s_017_D3D_3DALIGN_predictc005_predict.tif,WT,Fission,0.015873015873015872
476,20220526_y200_d5mi10s_017_D3D_3DALIGN_predictc005_predict.tif,WT,Fusion,0.06349206349206349
477,20220526_y200_d5mi10s_017_D3D_3DALIGN_predictc006_predict.tif,WT,None,0.9508196721311475
478,20220526_y200_d5mi10s_017_D3D_3DALIGN_predictc006_predict.tif,WT,Fission,0.01639344262295082
479,20220526_y200_d5mi10s_017_D3D_3DALIGN_predictc006_predict.tif,WT,Fusion,0.03278688524590164
480,20220526_y200_d5mi10s_017_D3D_3DALIGN_predictc008_predict.tif,WT,None,0.8125
481,20220526_y200_d5mi10s_017_D3D_3DALIGN_predictc008_predict.tif,WT,Fission,0.0625
482,20220526_y200_d5mi10s_017_D3D_3DALIGN_predictc008_predict.tif,WT,Fusion,0.125
483,20220526_y200_d5mi10s_019_D3D_3DALIGN_predictc004_predict.tif,WT,None,0.9272727272727272
484,20220526_y200_d5mi10s_019_D3D_3DALIGN_predictc004_predict.tif,WT,Fission,0.03636363636363636
485,20220526_y200_d5mi10s_019_D3D_3DALIGN_predictc004_predict.tif,WT,Fusion,0.03636363636363636
486,20220526_y200_d5mi10s_019_D3D_3DALIGN_predictc005_predict.tif,WT,None,0.8636363636363636
487,20220526_y200_d5mi10s_019_D3D_3DALIGN_predictc005_predict.tif,WT,Fission,0.045454545454545456
488,20220526_y200_d5mi10s_019_D3D_3DALIGN_predictc005_predict.tif,WT,Fusion,0.09090909090909091
489,20220526_y200_d5mi10s_019_D3D_3DALIGN_predictc007_predict.tif,WT,None,0.9583333333333334
490,20220526_y200_d5mi10s_019_D3D_3DALIGN_predictc007_predict.tif,WT,Fission,0.020833333333333332
491,20220526_y200_d5mi10s_019_D3D_3DALIGN_predictc007_predict.tif,WT,Fusion,0.020833333333333332
492,20220526_y200_d5mi10s_019_D3D_3DALIGN_predictc009_predict.tif,WT,None,0.725
493,20220526_y200_d5mi10s_019_D3D_3DALIGN_predictc009_predict.tif,WT,Fission,0.125
494,20220526_y200_d5mi10s_019_D3D_3DALIGN_predictc009_predict.tif,WT,Fusion,0.15
495,20220526_y200_d5mi10s_019_D3D_3DALIGN_predictc012_predict.tif,WT,None,0.9117647058823529
496,20220526_y200_d5mi10s_019_D3D_3DALIGN_predictc012_predict.tif,WT,Fission,0.029411764705882353
497,20220526_y200_d5mi10s_019_D3D_3DALIGN_predictc012_predict.tif,WT,Fusion,0.058823529411764705
498,20220526_y200_d5mi10s_019_D3D_3DALIGN_predictc016_predict.tif,WT,None,0.9605263157894737
499,20220526_y200_d5mi10s_019_D3D_3DALIGN_predictc016_predict.tif,WT,Fission,0.013157894736842105
500,20220526_y200_d5mi10s_019_D3D_3DALIGN_predictc016_predict.tif,WT,Fusion,0.02631578947368421
501,20220526_y236_d5mi10s_000_D3D_3DALIGN_predictc003_predict_predict.tif,DUMP+,None,1.0
502,20220526_y236_d5mi10s_000_D3D_3DALIGN_predictc003_predict_predict.tif,DUMP+,Fission,0.0
503,20220526_y236_d5mi10s_000_D3D_3DALIGN_predictc003_predict_predict.tif,DUMP+,Fusion,0.0
504,20220526_y236_d5mi10s_000_D3D_3DALIGN_predictc004_predict_predict.tif,DUMP-,None,0.9833333333333333
505,20220526_y236_d5mi10s_000_D3D_3DALIGN_predictc004_predict_predict.tif,DUMP-,Fission,0.0
506,20220526_y236_d5mi10s_000_D3D_3DALIGN_predictc004_predict_predict.tif,DUMP-,Fusion,0.016666666666666666
507,20220526_y236_d5mi10s_000_D3D_3DALIGN_predictc004_predict_predict.tif,DUMP+,None,0.9354838709677419
508,20220526_y236_d5mi10s_000_D3D_3DALIGN_predictc004_predict_predict.tif,DUMP+,Fission,0.03225806451612903
509,20220526_y236_d5mi10s_000_D3D_3DALIGN_predictc004_predict_predict.tif,DUMP+,Fusion,0.03225806451612903
510,20220526_y236_d5mi10s_000_D3D_3DALIGN_predictc005_predict_predict.tif,DUMP-,None,0.8235294117647058
511,20220526_y236_d5mi10s_000_D3D_3DALIGN_predictc005_predict_predict.tif,DUMP-,Fission,0.0
