"filebasename","mito_id","n_aggs","meandist2centroid","drugtime","gt"
"20220520_y218_d5mi10s_snapshot_120mBE_000_D3Dc005_predict_predict.tif",1,2,1.04018694516477,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_000_D3Dc006_predict_predict.tif",1,4,1.79486010244685,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_000_D3Dc008_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_000_D3Dc008_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_000_D3Dc009_predict_predict.tif",1,2,0.538088356996679,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_000_D3Dc011_predict_predict.tif",1,4,1.01787366044133,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_000_D3Dc011_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_000_D3Dc011_predict_predict.tif",4,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_000_D3Dc012_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_001_D3Dc004_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_001_D3Dc004_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_001_D3Dc005_predict_predict.tif",1,3,0.723235091224085,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_001_D3Dc005_predict_predict.tif",2,2,0.507256873633341,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_001_D3Dc008_predict_predict.tif",1,3,0.526361477869509,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_002_D3Dc000_predict_predict.tif",1,3,1.47578513734695,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_002_D3Dc003_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_002_D3Dc003_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_002_D3Dc004_predict_predict.tif",3,2,0.392085872823062,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_002_D3Dc005_predict_predict.tif",1,2,0.615105221939536,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_002_D3Dc008_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_002_D3Dc008_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_002_D3Dc008_predict_predict.tif",5,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_002_D3Dc010_predict_predict.tif",1,2,0.881119422537427,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_002_D3Dc010_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_002_D3Dc010_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_003_D3Dc001_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_003_D3Dc001_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_003_D3Dc002_predict_predict.tif",1,3,0.991646024767548,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_003_D3Dc002_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_003_D3Dc003_predict_predict.tif",1,4,0.907637332453328,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_003_D3Dc005_predict_predict.tif",2,4,1.87961088631578,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_003_D3Dc006_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_003_D3Dc007_predict_predict.tif",1,2,0.574721478518034,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_003_D3Dc007_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_003_D3Dc007_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_003_D3Dc007_predict_predict.tif",4,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_003_D3Dc008_predict_predict.tif",1,2,0.621792607371461,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_003_D3Dc010_predict_predict.tif",1,2,1.47959497497693,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_003_D3Dc010_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_003_D3Dc011_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_003_D3Dc011_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_003_D3Dc011_predict_predict.tif",4,2,0.576320724820019,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_003_D3Dc013_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_003_D3Dc013_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_003_D3Dc014_predict_predict.tif",1,3,1.93287100176197,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_004_D3Dc000_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_004_D3Dc001_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_004_D3Dc001_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_004_D3Dc001_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_004_D3Dc001_predict_predict.tif",4,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_004_D3Dc003_predict_predict.tif",1,3,0.802193133084743,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_004_D3Dc003_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_004_D3Dc004_predict_predict.tif",1,2,0.354402382511759,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_004_D3Dc006_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_004_D3Dc012_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_004_D3Dc012_predict_predict.tif",4,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_004_D3Dc012_predict_predict.tif",5,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_004_D3Dc014_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_004_D3Dc014_predict_predict.tif",3,2,0.79983653841461,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_004_D3Dc014_predict_predict.tif",5,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_004_D3Dc015_predict_predict.tif",1,3,2.0057476761341,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_004_D3Dc015_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_004_D3Dc016_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_005_D3Dc001_predict_predict.tif",2,3,2.27649927717203,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_005_D3Dc002_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_005_D3Dc002_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_005_D3Dc002_predict_predict.tif",4,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_005_D3Dc003_predict_predict.tif",1,2,0.440315377095469,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_005_D3Dc004_predict_predict.tif",1,2,1.2797125727739,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_005_D3Dc006_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_005_D3Dc008_predict_predict.tif",1,5,1.38260813323686,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_006_D3Dc000_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_006_D3Dc000_predict_predict.tif",2,2,2.07635931597928,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_006_D3Dc002_predict_predict.tif",1,2,3.29979897604423,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_006_D3Dc005_predict_predict.tif",1,3,1.04422314321105,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_006_D3Dc005_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_006_D3Dc005_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_006_D3Dc006_predict_predict.tif",1,3,1.32120680973373,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_006_D3Dc008_predict_predict.tif",1,3,2.29222868999768,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_006_D3Dc010_predict_predict.tif",1,2,0.862316830742471,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_006_D3Dc010_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_006_D3Dc012_predict_predict.tif",4,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_006_D3Dc014_predict_predict.tif",2,2,0.736225357994295,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_006_D3Dc016_predict_predict.tif",1,3,1.18898133175861,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_006_D3Dc016_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_007_D3Dc002_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_007_D3Dc002_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_007_D3Dc003_predict_predict.tif",1,2,0.285941773195148,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_007_D3Dc004_predict_predict.tif",1,3,1.59054809820118,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_007_D3Dc006_predict_predict.tif",2,2,0.296139706673922,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_007_D3Dc012_predict_predict.tif",1,4,1.79670694616189,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_008_D3Dc000_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_008_D3Dc000_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_008_D3Dc004_predict_predict.tif",1,3,1.07711680957915,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_008_D3Dc004_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_008_D3Dc004_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_008_D3Dc007_predict_predict.tif",1,2,0.836194888768517,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_008_D3Dc007_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_008_D3Dc008_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_008_D3Dc011_predict_predict.tif",1,3,2.26363596291906,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_008_D3Dc014_predict_predict.tif",1,2,1.15760559759134,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_008_D3Dc014_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_008_D3Dc015_predict_predict.tif",1,2,0.835508026994432,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_008_D3Dc017_predict_predict.tif",2,2,0.646971890803694,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_008_D3Dc017_predict_predict.tif",4,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_008_D3Dc018_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_008_D3Dc018_predict_predict.tif",4,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_009_D3Dc000_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_009_D3Dc000_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_009_D3Dc001_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_009_D3Dc001_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_009_D3Dc002_predict_predict.tif",1,3,1.31412005482301,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_009_D3Dc004_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_009_D3Dc010_predict_predict.tif",1,3,1.73052284811866,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_009_D3Dc011_predict_predict.tif",1,3,1.47068869790382,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_009_D3Dc011_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_010_D3Dc002_predict_predict.tif",1,4,1.49735332255621,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_010_D3Dc002_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_010_D3Dc003_predict_predict.tif",1,2,0.991308807238532,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_010_D3Dc003_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_010_D3Dc004_predict_predict.tif",1,3,0.869487430145807,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_010_D3Dc006_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_010_D3Dc006_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_010_D3Dc007_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_010_D3Dc007_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_010_D3Dc008_predict_predict.tif",2,2,0.492180909137091,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_010_D3Dc008_predict_predict.tif",4,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_010_D3Dc010_predict_predict.tif",3,2,0.387672298874067,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_010_D3Dc012_predict_predict.tif",1,3,0.889818326766521,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_011_D3Dc000_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_011_D3Dc003_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_011_D3Dc003_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_011_D3Dc003_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_011_D3Dc006_predict_predict.tif",1,2,0.617594916059189,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_011_D3Dc006_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_011_D3Dc007_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_011_D3Dc007_predict_predict.tif",2,2,1.12447685643835,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_011_D3Dc008_predict_predict.tif",1,3,1.02173524680348,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_011_D3Dc008_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_011_D3Dc009_predict_predict.tif",1,3,0.543125740493023,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_011_D3Dc009_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_012_D3Dc002_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_012_D3Dc002_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_012_D3Dc004_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_012_D3Dc004_predict_predict.tif",2,2,1.30768005732445,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_012_D3Dc008_predict_predict.tif",1,2,0.375367509290982,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_012_D3Dc009_predict_predict.tif",2,2,0.508629163178411,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_012_D3Dc009_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_012_D3Dc011_predict_predict.tif",1,2,0.552555829810683,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_012_D3Dc011_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_013_D3Dc002_predict_predict.tif",1,2,0.467459910433425,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_013_D3Dc002_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_013_D3Dc003_predict_predict.tif",1,2,1.01227600514508,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_013_D3Dc003_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_013_D3Dc005_predict_predict.tif",1,3,1.94166482083766,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_013_D3Dc008_predict_predict.tif",1,4,1.74872486592333,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_013_D3Dc009_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_013_D3Dc009_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_013_D3Dc009_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_013_D3Dc010_predict_predict.tif",1,3,1.42724949380118,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_013_D3Dc011_predict_predict.tif",2,2,1.29615889479013,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_013_D3Dc011_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_013_D3Dc012_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_014_D3Dc003_predict_predict.tif",1,3,0.709650001694288,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_014_D3Dc003_predict_predict.tif",2,2,0.331561593118838,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_014_D3Dc006_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_014_D3Dc006_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_014_D3Dc006_predict_predict.tif",4,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_014_D3Dc007_predict_predict.tif",2,2,0.908799756703317,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_014_D3Dc008_predict_predict.tif",1,3,1.07583065521468,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_014_D3Dc009_predict_predict.tif",1,5,1.87487158403039,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_014_D3Dc009_predict_predict.tif",2,2,0.304943898394962,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_014_D3Dc010_predict_predict.tif",1,3,1.87738804670914,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_014_D3Dc012_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_014_D3Dc012_predict_predict.tif",4,2,1.22199226265699,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_015_D3Dc000_predict_predict.tif",1,2,0.397062089640485,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_015_D3Dc000_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_015_D3Dc001_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_015_D3Dc001_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_015_D3Dc001_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_015_D3Dc003_predict_predict.tif",1,4,1.30548830364849,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_015_D3Dc004_predict_predict.tif",1,2,0.429328516765884,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_015_D3Dc004_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_015_D3Dc004_predict_predict.tif",3,2,0.430648417362727,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_015_D3Dc007_predict_predict.tif",1,2,0.498084131600288,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_015_D3Dc007_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_015_D3Dc009_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_015_D3Dc009_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_016_D3Dc003_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_016_D3Dc003_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_016_D3Dc003_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_016_D3Dc004_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_016_D3Dc004_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_016_D3Dc004_predict_predict.tif",4,2,0.745836090543718,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_016_D3Dc005_predict_predict.tif",1,2,0.618116400751685,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_016_D3Dc005_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_016_D3Dc005_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_016_D3Dc006_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_016_D3Dc006_predict_predict.tif",4,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_016_D3Dc008_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_016_D3Dc008_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_017_D3Dc000_predict_predict.tif",1,2,0.469946190529879,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_017_D3Dc000_predict_predict.tif",2,2,1.18958380800101,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_017_D3Dc001_predict_predict.tif",1,2,0.72060429694891,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_017_D3Dc001_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_017_D3Dc002_predict_predict.tif",1,2,0.45642908402311,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_017_D3Dc003_predict_predict.tif",1,2,0.916044834012528,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_017_D3Dc003_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_017_D3Dc004_predict_predict.tif",1,2,1.81069496046607,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_017_D3Dc004_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_017_D3Dc004_predict_predict.tif",4,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_017_D3Dc005_predict_predict.tif",1,2,1.22135856609398,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_018_D3Dc002_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_018_D3Dc002_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_018_D3Dc004_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_018_D3Dc004_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_018_D3Dc004_predict_predict.tif",3,2,0.492547395658298,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_018_D3Dc005_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_018_D3Dc006_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_018_D3Dc006_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_018_D3Dc006_predict_predict.tif",4,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_018_D3Dc007_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_018_D3Dc007_predict_predict.tif",3,3,1.14901232070975,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_018_D3Dc008_predict_predict.tif",2,2,0.992914478446697,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_018_D3Dc008_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_019_D3Dc000_predict_predict.tif",1,3,0.734469638384927,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_019_D3Dc004_predict_predict.tif",1,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_019_D3Dc006_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_019_D3Dc006_predict_predict.tif",3,2,0.8917980341329,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_019_D3Dc010_predict_predict.tif",1,2,1.11919986755052,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_019_D3Dc011_predict_predict.tif",1,2,0.899118992079741,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_019_D3Dc011_predict_predict.tif",2,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_019_D3Dc011_predict_predict.tif",4,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_020_D3Dc000_predict_predict.tif",3,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_020_D3Dc003_predict_predict.tif",1,2,0.450932977289955,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_020_D3Dc003_predict_predict.tif",2,3,0.572676784861963,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_020_D3Dc003_predict_predict.tif",4,1,0,120,"y218"
"20220520_y218_d5mi10s_snapshot_120mBE_020_D3Dc005_predict_predict.tif",1,1,0,120,"y218"
