"X","mitoType","freq","placeholder"
666,"DUMP+",70.1694915254237,"X"
667,"DUMP-",29.8305084745763,"X"
668,"DUMP+",71.5254237288136,"X"
669,"DUMP-",28.4745762711864,"X"
670,"DUMP+",69.8305084745763,"X"
671,"DUMP-",30.1694915254237,"X"
672,"DUMP+",71.864406779661,"X"
673,"DUMP-",28.135593220339,"X"
674,"DUMP+",72.8813559322034,"X"
675,"DUMP-",27.1186440677966,"X"
676,"DUMP+",68.135593220339,"X"
677,"DUMP-",31.864406779661,"X"
678,"DUMP+",72.8813559322034,"X"
679,"DUMP-",27.1186440677966,"X"
680,"DUMP+",71.1864406779661,"X"
681,"DUMP-",28.8135593220339,"X"
682,"DUMP+",73.2203389830509,"X"
683,"DUMP-",26.7796610169492,"X"
684,"DUMP+",67.7966101694915,"X"
685,"DUMP-",32.2033898305085,"X"
686,"DUMP+",67.1186440677966,"X"
687,"DUMP-",32.8813559322034,"X"
688,"DUMP+",70.8474576271186,"X"
689,"DUMP-",29.1525423728814,"X"
690,"DUMP+",72.2033898305085,"X"
691,"DUMP-",27.7966101694915,"X"
692,"DUMP+",69.8305084745763,"X"
693,"DUMP-",30.1694915254237,"X"
694,"DUMP+",68.4745762711864,"X"
695,"DUMP-",31.5254237288136,"X"
696,"DUMP+",73.2203389830509,"X"
697,"DUMP-",26.7796610169492,"X"
698,"DUMP+",70.8474576271186,"X"
699,"DUMP-",29.1525423728814,"X"
700,"DUMP+",71.1864406779661,"X"
701,"DUMP-",28.8135593220339,"X"
702,"DUMP+",70.8474576271186,"X"
703,"DUMP-",29.1525423728814,"X"
704,"DUMP+",72.2033898305085,"X"
705,"DUMP-",27.7966101694915,"X"
706,"DUMP+",67.7966101694915,"X"
707,"DUMP-",32.2033898305085,"X"
708,"DUMP+",71.1864406779661,"X"
709,"DUMP-",28.8135593220339,"X"
710,"DUMP+",72.2033898305085,"X"
711,"DUMP-",27.7966101694915,"X"
712,"DUMP+",66.7796610169491,"X"
713,"DUMP-",33.2203389830508,"X"
714,"DUMP+",70.8474576271186,"X"
715,"DUMP-",29.1525423728814,"X"
716,"DUMP+",67.1186440677966,"X"
717,"DUMP-",32.8813559322034,"X"
718,"DUMP+",74.9152542372881,"X"
719,"DUMP-",25.0847457627119,"X"
720,"DUMP+",67.4576271186441,"X"
721,"DUMP-",32.5423728813559,"X"
722,"DUMP+",72.8813559322034,"X"
723,"DUMP-",27.1186440677966,"X"
724,"DUMP+",72.5423728813559,"X"
725,"DUMP-",27.4576271186441,"X"
726,"DUMP+",71.1864406779661,"X"
727,"DUMP-",28.8135593220339,"X"
728,"DUMP+",68.8135593220339,"X"
729,"DUMP-",31.1864406779661,"X"
730,"DUMP+",70.1694915254237,"X"
731,"DUMP-",29.8305084745763,"X"
732,"DUMP+",66.4406779661017,"X"
733,"DUMP-",33.5593220338983,"X"
734,"DUMP+",70.5084745762712,"X"
735,"DUMP-",29.4915254237288,"X"
736,"DUMP+",72.8813559322034,"X"
737,"DUMP-",27.1186440677966,"X"
738,"DUMP+",71.864406779661,"X"
739,"DUMP-",28.135593220339,"X"
740,"DUMP+",66.1016949152542,"X"
741,"DUMP-",33.8983050847458,"X"
742,"DUMP+",73.2203389830509,"X"
743,"DUMP-",26.7796610169492,"X"
744,"DUMP+",68.8135593220339,"X"
745,"DUMP-",31.1864406779661,"X"
746,"DUMP+",65.4237288135593,"X"
747,"DUMP-",34.5762711864407,"X"
748,"DUMP+",73.2203389830509,"X"
749,"DUMP-",26.7796610169492,"X"
750,"DUMP+",68.8135593220339,"X"
751,"DUMP-",31.1864406779661,"X"
752,"DUMP+",72.5423728813559,"X"
753,"DUMP-",27.4576271186441,"X"
754,"DUMP+",72.5423728813559,"X"
755,"DUMP-",27.4576271186441,"X"
756,"DUMP+",75.2542372881356,"X"
757,"DUMP-",24.7457627118644,"X"
758,"DUMP+",67.7966101694915,"X"
759,"DUMP-",32.2033898305085,"X"
760,"DUMP+",73.2203389830509,"X"
761,"DUMP-",26.7796610169492,"X"
762,"DUMP+",72.2033898305085,"X"
763,"DUMP-",27.7966101694915,"X"
764,"DUMP+",70.8474576271186,"X"
765,"DUMP-",29.1525423728814,"X"
766,"DUMP+",70.1694915254237,"X"
767,"DUMP-",29.8305084745763,"X"
768,"DUMP+",72.5423728813559,"X"
769,"DUMP-",27.4576271186441,"X"
770,"DUMP+",72.2033898305085,"X"
771,"DUMP-",27.7966101694915,"X"
772,"DUMP+",69.8305084745763,"X"
773,"DUMP-",30.1694915254237,"X"
774,"DUMP+",70.5084745762712,"X"
775,"DUMP-",29.4915254237288,"X"
776,"DUMP+",67.4576271186441,"X"
777,"DUMP-",32.5423728813559,"X"
778,"DUMP+",70.5084745762712,"X"
779,"DUMP-",29.4915254237288,"X"
780,"DUMP+",71.864406779661,"X"
781,"DUMP-",28.135593220339,"X"
782,"DUMP+",68.4745762711864,"X"
783,"DUMP-",31.5254237288136,"X"
784,"DUMP+",69.4915254237288,"X"
785,"DUMP-",30.5084745762712,"X"
786,"DUMP+",72.5423728813559,"X"
787,"DUMP-",27.4576271186441,"X"
788,"DUMP+",66.7796610169491,"X"
789,"DUMP-",33.2203389830508,"X"
790,"DUMP+",71.1864406779661,"X"
791,"DUMP-",28.8135593220339,"X"
792,"DUMP+",73.8983050847458,"X"
793,"DUMP-",26.1016949152542,"X"
794,"DUMP+",72.5423728813559,"X"
795,"DUMP-",27.4576271186441,"X"
796,"DUMP+",75.593220338983,"X"
797,"DUMP-",24.406779661017,"X"
798,"DUMP+",68.4745762711864,"X"
799,"DUMP-",31.5254237288136,"X"
800,"DUMP+",69.8305084745763,"X"
801,"DUMP-",30.1694915254237,"X"
802,"DUMP+",72.2033898305085,"X"
803,"DUMP-",27.7966101694915,"X"
804,"DUMP+",70.5084745762712,"X"
805,"DUMP-",29.4915254237288,"X"
806,"DUMP+",72.8813559322034,"X"
807,"DUMP-",27.1186440677966,"X"
808,"DUMP+",70.1694915254237,"X"
809,"DUMP-",29.8305084745763,"X"
810,"DUMP+",71.5254237288136,"X"
811,"DUMP-",28.4745762711864,"X"
812,"DUMP+",71.1864406779661,"X"
813,"DUMP-",28.8135593220339,"X"
814,"DUMP+",70.8474576271186,"X"
815,"DUMP-",29.1525423728814,"X"
816,"DUMP+",69.4915254237288,"X"
817,"DUMP-",30.5084745762712,"X"
818,"DUMP+",70.8474576271186,"X"
819,"DUMP-",29.1525423728814,"X"
820,"DUMP+",71.1864406779661,"X"
821,"DUMP-",28.8135593220339,"X"
822,"DUMP+",70.1694915254237,"X"
823,"DUMP-",29.8305084745763,"X"
824,"DUMP+",68.4745762711864,"X"
825,"DUMP-",31.5254237288136,"X"
826,"DUMP+",72.2033898305085,"X"
827,"DUMP-",27.7966101694915,"X"
828,"DUMP+",67.4576271186441,"X"
829,"DUMP-",32.5423728813559,"X"
830,"DUMP+",67.1186440677966,"X"
831,"DUMP-",32.8813559322034,"X"
832,"DUMP+",67.4576271186441,"X"
833,"DUMP-",32.5423728813559,"X"
834,"DUMP+",68.135593220339,"X"
835,"DUMP-",31.864406779661,"X"
836,"DUMP+",70.8474576271186,"X"
837,"DUMP-",29.1525423728814,"X"
838,"DUMP+",72.5423728813559,"X"
839,"DUMP-",27.4576271186441,"X"
840,"DUMP+",72.8813559322034,"X"
841,"DUMP-",27.1186440677966,"X"
842,"DUMP+",72.8813559322034,"X"
843,"DUMP-",27.1186440677966,"X"
844,"DUMP+",69.8305084745763,"X"
845,"DUMP-",30.1694915254237,"X"
846,"DUMP+",68.8135593220339,"X"
847,"DUMP-",31.1864406779661,"X"
848,"DUMP+",68.135593220339,"X"
849,"DUMP-",31.864406779661,"X"
850,"DUMP+",69.4915254237288,"X"
851,"DUMP-",30.5084745762712,"X"
852,"DUMP+",73.2203389830509,"X"
853,"DUMP-",26.7796610169492,"X"
854,"DUMP+",67.7966101694915,"X"
855,"DUMP-",32.2033898305085,"X"
856,"DUMP+",69.1525423728814,"X"
857,"DUMP-",30.8474576271186,"X"
858,"DUMP+",68.4745762711864,"X"
859,"DUMP-",31.5254237288136,"X"
860,"DUMP+",70.5084745762712,"X"
861,"DUMP-",29.4915254237288,"X"
862,"DUMP+",73.2203389830509,"X"
863,"DUMP-",26.7796610169492,"X"
864,"DUMP+",71.5254237288136,"X"
865,"DUMP-",28.4745762711864,"X"
866,"DUMP+",69.1525423728814,"X"
867,"DUMP-",30.8474576271186,"X"
868,"DUMP+",70.5084745762712,"X"
869,"DUMP-",29.4915254237288,"X"
870,"DUMP+",76.271186440678,"X"
871,"DUMP-",23.728813559322,"X"
872,"DUMP+",66.7796610169491,"X"
873,"DUMP-",33.2203389830508,"X"
874,"DUMP+",67.7966101694915,"X"
875,"DUMP-",32.2033898305085,"X"
876,"DUMP+",66.4406779661017,"X"
877,"DUMP-",33.5593220338983,"X"
878,"DUMP+",65.4237288135593,"X"
879,"DUMP-",34.5762711864407,"X"
880,"DUMP+",68.4745762711864,"X"
881,"DUMP-",31.5254237288136,"X"
882,"DUMP+",74.5762711864407,"X"
883,"DUMP-",25.4237288135593,"X"
884,"DUMP+",75.593220338983,"X"
885,"DUMP-",24.406779661017,"X"
886,"DUMP+",73.2203389830509,"X"
887,"DUMP-",26.7796610169492,"X"
888,"DUMP+",72.8813559322034,"X"
889,"DUMP-",27.1186440677966,"X"
890,"DUMP+",69.1525423728814,"X"
891,"DUMP-",30.8474576271186,"X"
892,"DUMP+",66.1016949152542,"X"
893,"DUMP-",33.8983050847458,"X"
894,"DUMP+",70.8474576271186,"X"
895,"DUMP-",29.1525423728814,"X"
896,"DUMP+",71.5254237288136,"X"
897,"DUMP-",28.4745762711864,"X"
898,"DUMP+",70.1694915254237,"X"
899,"DUMP-",29.8305084745763,"X"
900,"DUMP+",69.8305084745763,"X"
901,"DUMP-",30.1694915254237,"X"
902,"DUMP+",70.5084745762712,"X"
903,"DUMP-",29.4915254237288,"X"
904,"DUMP+",71.5254237288136,"X"
905,"DUMP-",28.4745762711864,"X"
906,"DUMP+",69.1525423728814,"X"
907,"DUMP-",30.8474576271186,"X"
908,"DUMP+",70.5084745762712,"X"
909,"DUMP-",29.4915254237288,"X"
910,"DUMP+",69.4915254237288,"X"
911,"DUMP-",30.5084745762712,"X"
912,"DUMP+",74.9152542372881,"X"
913,"DUMP-",25.0847457627119,"X"
914,"DUMP+",68.135593220339,"X"
915,"DUMP-",31.864406779661,"X"
916,"DUMP+",67.7966101694915,"X"
917,"DUMP-",32.2033898305085,"X"
918,"DUMP+",65.4237288135593,"X"
919,"DUMP-",34.5762711864407,"X"
920,"DUMP+",66.4406779661017,"X"
921,"DUMP-",33.5593220338983,"X"
922,"DUMP+",72.5423728813559,"X"
923,"DUMP-",27.4576271186441,"X"
924,"DUMP+",69.4915254237288,"X"
925,"DUMP-",30.5084745762712,"X"
926,"DUMP+",71.5254237288136,"X"
927,"DUMP-",28.4745762711864,"X"
928,"DUMP+",68.8135593220339,"X"
929,"DUMP-",31.1864406779661,"X"
930,"DUMP+",73.5593220338983,"X"
931,"DUMP-",26.4406779661017,"X"
932,"DUMP+",72.2033898305085,"X"
933,"DUMP-",27.7966101694915,"X"
934,"DUMP+",66.4406779661017,"X"
935,"DUMP-",33.5593220338983,"X"
936,"DUMP+",71.5254237288136,"X"
937,"DUMP-",28.4745762711864,"X"
938,"DUMP+",76.6101694915254,"X"
939,"DUMP-",23.3898305084746,"X"
940,"DUMP+",72.5423728813559,"X"
941,"DUMP-",27.4576271186441,"X"
942,"DUMP+",69.1525423728814,"X"
943,"DUMP-",30.8474576271186,"X"
944,"DUMP+",72.5423728813559,"X"
945,"DUMP-",27.4576271186441,"X"
946,"DUMP+",73.8983050847458,"X"
947,"DUMP-",26.1016949152542,"X"
948,"DUMP+",71.864406779661,"X"
949,"DUMP-",28.135593220339,"X"
950,"DUMP+",68.8135593220339,"X"
951,"DUMP-",31.1864406779661,"X"
952,"DUMP+",68.135593220339,"X"
953,"DUMP-",31.864406779661,"X"
954,"DUMP+",69.4915254237288,"X"
955,"DUMP-",30.5084745762712,"X"
956,"DUMP+",73.5593220338983,"X"
957,"DUMP-",26.4406779661017,"X"
958,"DUMP+",73.2203389830509,"X"
959,"DUMP-",26.7796610169492,"X"
960,"DUMP+",68.8135593220339,"X"
961,"DUMP-",31.1864406779661,"X"
962,"DUMP+",68.8135593220339,"X"
963,"DUMP-",31.1864406779661,"X"
964,"DUMP+",71.1864406779661,"X"
965,"DUMP-",28.8135593220339,"X"
966,"DUMP+",73.8983050847458,"X"
967,"DUMP-",26.1016949152542,"X"
968,"DUMP+",69.8305084745763,"X"
969,"DUMP-",30.1694915254237,"X"
970,"DUMP+",70.1694915254237,"X"
971,"DUMP-",29.8305084745763,"X"
972,"DUMP+",71.5254237288136,"X"
973,"DUMP-",28.4745762711864,"X"
974,"DUMP+",71.5254237288136,"X"
975,"DUMP-",28.4745762711864,"X"
976,"DUMP+",66.1016949152542,"X"
977,"DUMP-",33.8983050847458,"X"
978,"DUMP+",70.1694915254237,"X"
979,"DUMP-",29.8305084745763,"X"
980,"DUMP+",73.2203389830509,"X"
981,"DUMP-",26.7796610169492,"X"
982,"DUMP+",68.135593220339,"X"
983,"DUMP-",31.864406779661,"X"
984,"DUMP+",69.4915254237288,"X"
985,"DUMP-",30.5084745762712,"X"
986,"DUMP+",70.5084745762712,"X"
987,"DUMP-",29.4915254237288,"X"
988,"DUMP+",69.4915254237288,"X"
989,"DUMP-",30.5084745762712,"X"
990,"DUMP+",67.1186440677966,"X"
991,"DUMP-",32.8813559322034,"X"
992,"DUMP+",68.4745762711864,"X"
993,"DUMP-",31.5254237288136,"X"
994,"DUMP+",71.864406779661,"X"
995,"DUMP-",28.135593220339,"X"
996,"DUMP+",68.4745762711864,"X"
997,"DUMP-",31.5254237288136,"X"
998,"DUMP+",72.8813559322034,"X"
999,"DUMP-",27.1186440677966,"X"
1000,"DUMP+",71.1864406779661,"X"
1001,"DUMP-",28.8135593220339,"X"
1002,"DUMP+",69.1525423728814,"X"
1003,"DUMP-",30.8474576271186,"X"
1004,"DUMP+",73.2203389830509,"X"
1005,"DUMP-",26.7796610169492,"X"
1006,"DUMP+",68.8135593220339,"X"
1007,"DUMP-",31.1864406779661,"X"
1008,"DUMP+",67.7966101694915,"X"
1009,"DUMP-",32.2033898305085,"X"
1010,"DUMP+",71.5254237288136,"X"
1011,"DUMP-",28.4745762711864,"X"
1012,"DUMP+",70.8474576271186,"X"
1013,"DUMP-",29.1525423728814,"X"
1014,"DUMP+",76.6101694915254,"X"
1015,"DUMP-",23.3898305084746,"X"
1016,"DUMP+",67.1186440677966,"X"
1017,"DUMP-",32.8813559322034,"X"
1018,"DUMP+",65.7627118644068,"X"
1019,"DUMP-",34.2372881355932,"X"
1020,"DUMP+",75.593220338983,"X"
1021,"DUMP-",24.406779661017,"X"
1022,"DUMP+",66.7796610169491,"X"
1023,"DUMP-",33.2203389830508,"X"
1024,"DUMP+",68.135593220339,"X"
1025,"DUMP-",31.864406779661,"X"
1026,"DUMP+",65.4237288135593,"X"
1027,"DUMP-",34.5762711864407,"X"
1028,"DUMP+",71.5254237288136,"X"
1029,"DUMP-",28.4745762711864,"X"
1030,"DUMP+",68.135593220339,"X"
1031,"DUMP-",31.864406779661,"X"
1032,"DUMP+",70.5084745762712,"X"
1033,"DUMP-",29.4915254237288,"X"
1034,"DUMP+",67.1186440677966,"X"
1035,"DUMP-",32.8813559322034,"X"
1036,"DUMP+",71.1864406779661,"X"
1037,"DUMP-",28.8135593220339,"X"
1038,"DUMP+",67.4576271186441,"X"
1039,"DUMP-",32.5423728813559,"X"
1040,"DUMP+",71.5254237288136,"X"
1041,"DUMP-",28.4745762711864,"X"
1042,"DUMP+",67.1186440677966,"X"
1043,"DUMP-",32.8813559322034,"X"
1044,"DUMP+",71.5254237288136,"X"
1045,"DUMP-",28.4745762711864,"X"
1046,"DUMP+",67.7966101694915,"X"
1047,"DUMP-",32.2033898305085,"X"
1048,"DUMP+",69.1525423728814,"X"
1049,"DUMP-",30.8474576271186,"X"
1050,"DUMP+",71.1864406779661,"X"
1051,"DUMP-",28.8135593220339,"X"
1052,"DUMP+",73.2203389830509,"X"
1053,"DUMP-",26.7796610169492,"X"
1054,"DUMP+",72.8813559322034,"X"
1055,"DUMP-",27.1186440677966,"X"
1056,"DUMP+",71.5254237288136,"X"
1057,"DUMP-",28.4745762711864,"X"
1058,"DUMP+",71.5254237288136,"X"
1059,"DUMP-",28.4745762711864,"X"
1060,"DUMP+",70.5084745762712,"X"
1061,"DUMP-",29.4915254237288,"X"
1062,"DUMP+",72.2033898305085,"X"
1063,"DUMP-",27.7966101694915,"X"
1064,"DUMP+",71.1864406779661,"X"
1065,"DUMP-",28.8135593220339,"X"
1066,"DUMP+",69.8305084745763,"X"
1067,"DUMP-",30.1694915254237,"X"
1068,"DUMP+",71.864406779661,"X"
1069,"DUMP-",28.135593220339,"X"
1070,"DUMP+",67.4576271186441,"X"
1071,"DUMP-",32.5423728813559,"X"
1072,"DUMP+",68.4745762711864,"X"
1073,"DUMP-",31.5254237288136,"X"
1074,"DUMP+",74.5762711864407,"X"
1075,"DUMP-",25.4237288135593,"X"
1076,"DUMP+",70.5084745762712,"X"
1077,"DUMP-",29.4915254237288,"X"
1078,"DUMP+",72.2033898305085,"X"
1079,"DUMP-",27.7966101694915,"X"
1080,"DUMP+",75.9322033898305,"X"
1081,"DUMP-",24.0677966101695,"X"
1082,"DUMP+",69.8305084745763,"X"
1083,"DUMP-",30.1694915254237,"X"
1084,"DUMP+",77.2881355932203,"X"
1085,"DUMP-",22.7118644067797,"X"
1086,"DUMP+",70.5084745762712,"X"
1087,"DUMP-",29.4915254237288,"X"
1088,"DUMP+",71.864406779661,"X"
1089,"DUMP-",28.135593220339,"X"
1090,"DUMP+",70.5084745762712,"X"
1091,"DUMP-",29.4915254237288,"X"
1092,"DUMP+",67.4576271186441,"X"
1093,"DUMP-",32.5423728813559,"X"
1094,"DUMP+",70.1694915254237,"X"
1095,"DUMP-",29.8305084745763,"X"
1096,"DUMP+",69.1525423728814,"X"
1097,"DUMP-",30.8474576271186,"X"
1098,"DUMP+",71.1864406779661,"X"
1099,"DUMP-",28.8135593220339,"X"
1100,"DUMP+",66.7796610169491,"X"
1101,"DUMP-",33.2203389830508,"X"
1102,"DUMP+",76.271186440678,"X"
1103,"DUMP-",23.728813559322,"X"
1104,"DUMP+",67.7966101694915,"X"
1105,"DUMP-",32.2033898305085,"X"
1106,"DUMP+",71.864406779661,"X"
1107,"DUMP-",28.135593220339,"X"
1108,"DUMP+",68.8135593220339,"X"
1109,"DUMP-",31.1864406779661,"X"
1110,"DUMP+",71.1864406779661,"X"
1111,"DUMP-",28.8135593220339,"X"
1112,"DUMP+",74.5762711864407,"X"
1113,"DUMP-",25.4237288135593,"X"
1114,"DUMP+",67.4576271186441,"X"
1115,"DUMP-",32.5423728813559,"X"
1116,"DUMP+",72.2033898305085,"X"
1117,"DUMP-",27.7966101694915,"X"
1118,"DUMP+",67.4576271186441,"X"
1119,"DUMP-",32.5423728813559,"X"
1120,"DUMP+",69.4915254237288,"X"
1121,"DUMP-",30.5084745762712,"X"
1122,"DUMP+",69.4915254237288,"X"
1123,"DUMP-",30.5084745762712,"X"
1124,"DUMP+",68.135593220339,"X"
1125,"DUMP-",31.864406779661,"X"
1126,"DUMP+",69.1525423728814,"X"
1127,"DUMP-",30.8474576271186,"X"
1128,"DUMP+",71.5254237288136,"X"
1129,"DUMP-",28.4745762711864,"X"
1130,"DUMP+",66.7796610169491,"X"
1131,"DUMP-",33.2203389830508,"X"
1132,"DUMP+",68.135593220339,"X"
1133,"DUMP-",31.864406779661,"X"
1134,"DUMP+",75.9322033898305,"X"
1135,"DUMP-",24.0677966101695,"X"
1136,"DUMP+",69.1525423728814,"X"
1137,"DUMP-",30.8474576271186,"X"
1138,"DUMP+",70.5084745762712,"X"
1139,"DUMP-",29.4915254237288,"X"
1140,"DUMP+",70.8474576271186,"X"
1141,"DUMP-",29.1525423728814,"X"
1142,"DUMP+",70.1694915254237,"X"
1143,"DUMP-",29.8305084745763,"X"
1144,"DUMP+",69.4915254237288,"X"
1145,"DUMP-",30.5084745762712,"X"
1146,"DUMP+",66.7796610169491,"X"
1147,"DUMP-",33.2203389830508,"X"
1148,"DUMP+",70.5084745762712,"X"
1149,"DUMP-",29.4915254237288,"X"
1150,"DUMP+",70.5084745762712,"X"
1151,"DUMP-",29.4915254237288,"X"
1152,"DUMP+",72.8813559322034,"X"
1153,"DUMP-",27.1186440677966,"X"
1154,"DUMP+",76.6101694915254,"X"
1155,"DUMP-",23.3898305084746,"X"
1156,"DUMP+",71.5254237288136,"X"
1157,"DUMP-",28.4745762711864,"X"
1158,"DUMP+",73.2203389830509,"X"
1159,"DUMP-",26.7796610169492,"X"
1160,"DUMP+",70.5084745762712,"X"
1161,"DUMP-",29.4915254237288,"X"
1162,"DUMP+",69.8305084745763,"X"
1163,"DUMP-",30.1694915254237,"X"
1164,"DUMP+",72.2033898305085,"X"
1165,"DUMP-",27.7966101694915,"X"
1166,"DUMP+",66.4406779661017,"X"
1167,"DUMP-",33.5593220338983,"X"
1168,"DUMP+",71.864406779661,"X"
1169,"DUMP-",28.135593220339,"X"
1170,"DUMP+",73.2203389830509,"X"
1171,"DUMP-",26.7796610169492,"X"
1172,"DUMP+",71.1864406779661,"X"
1173,"DUMP-",28.8135593220339,"X"
1174,"DUMP+",68.135593220339,"X"
1175,"DUMP-",31.864406779661,"X"
1176,"DUMP+",72.8813559322034,"X"
1177,"DUMP-",27.1186440677966,"X"
1178,"DUMP+",72.5423728813559,"X"
1179,"DUMP-",27.4576271186441,"X"
1180,"DUMP+",74.5762711864407,"X"
1181,"DUMP-",25.4237288135593,"X"
1182,"DUMP+",68.4745762711864,"X"
1183,"DUMP-",31.5254237288136,"X"
1184,"DUMP+",73.8983050847458,"X"
1185,"DUMP-",26.1016949152542,"X"
1186,"DUMP+",74.9152542372881,"X"
1187,"DUMP-",25.0847457627119,"X"
1188,"DUMP+",68.4745762711864,"X"
1189,"DUMP-",31.5254237288136,"X"
1190,"DUMP+",71.864406779661,"X"
1191,"DUMP-",28.135593220339,"X"
1192,"DUMP+",70.5084745762712,"X"
1193,"DUMP-",29.4915254237288,"X"
1194,"DUMP+",69.4915254237288,"X"
1195,"DUMP-",30.5084745762712,"X"
1196,"DUMP+",70.5084745762712,"X"
1197,"DUMP-",29.4915254237288,"X"
1198,"DUMP+",69.8305084745763,"X"
1199,"DUMP-",30.1694915254237,"X"
1200,"DUMP+",73.5593220338983,"X"
1201,"DUMP-",26.4406779661017,"X"
1202,"DUMP+",72.2033898305085,"X"
1203,"DUMP-",27.7966101694915,"X"
1204,"DUMP+",70.8474576271186,"X"
1205,"DUMP-",29.1525423728814,"X"
1206,"DUMP+",70.8474576271186,"X"
1207,"DUMP-",29.1525423728814,"X"
1208,"DUMP+",70.1694915254237,"X"
1209,"DUMP-",29.8305084745763,"X"
1210,"DUMP+",68.8135593220339,"X"
1211,"DUMP-",31.1864406779661,"X"
1212,"DUMP+",69.8305084745763,"X"
1213,"DUMP-",30.1694915254237,"X"
1214,"DUMP+",69.4915254237288,"X"
1215,"DUMP-",30.5084745762712,"X"
1216,"DUMP+",72.2033898305085,"X"
1217,"DUMP-",27.7966101694915,"X"
1218,"DUMP+",69.4915254237288,"X"
1219,"DUMP-",30.5084745762712,"X"
1220,"DUMP+",74.5762711864407,"X"
1221,"DUMP-",25.4237288135593,"X"
1222,"DUMP+",71.1864406779661,"X"
1223,"DUMP-",28.8135593220339,"X"
1224,"DUMP+",68.8135593220339,"X"
1225,"DUMP-",31.1864406779661,"X"
1226,"DUMP+",72.5423728813559,"X"
1227,"DUMP-",27.4576271186441,"X"
1228,"DUMP+",72.2033898305085,"X"
1229,"DUMP-",27.7966101694915,"X"
1230,"DUMP+",69.4915254237288,"X"
1231,"DUMP-",30.5084745762712,"X"
1232,"DUMP+",71.864406779661,"X"
1233,"DUMP-",28.135593220339,"X"
1234,"DUMP+",77.9661016949153,"X"
1235,"DUMP-",22.0338983050847,"X"
1236,"DUMP+",68.4745762711864,"X"
1237,"DUMP-",31.5254237288136,"X"
1238,"DUMP+",76.6101694915254,"X"
1239,"DUMP-",23.3898305084746,"X"
1240,"DUMP+",70.1694915254237,"X"
1241,"DUMP-",29.8305084745763,"X"
1242,"DUMP+",72.2033898305085,"X"
1243,"DUMP-",27.7966101694915,"X"
1244,"DUMP+",73.5593220338983,"X"
1245,"DUMP-",26.4406779661017,"X"
1246,"DUMP+",75.2542372881356,"X"
1247,"DUMP-",24.7457627118644,"X"
1248,"DUMP+",70.1694915254237,"X"
1249,"DUMP-",29.8305084745763,"X"
1250,"DUMP+",70.1694915254237,"X"
1251,"DUMP-",29.8305084745763,"X"
1252,"DUMP+",67.1186440677966,"X"
1253,"DUMP-",32.8813559322034,"X"
1254,"DUMP+",73.2203389830509,"X"
1255,"DUMP-",26.7796610169492,"X"
1256,"DUMP+",73.5593220338983,"X"
1257,"DUMP-",26.4406779661017,"X"
1258,"DUMP+",72.2033898305085,"X"
1259,"DUMP-",27.7966101694915,"X"
1260,"DUMP+",70.5084745762712,"X"
1261,"DUMP-",29.4915254237288,"X"
1262,"DUMP+",61.0169491525424,"X"
1263,"DUMP-",38.9830508474576,"X"
1264,"DUMP+",71.1864406779661,"X"
1265,"DUMP-",28.8135593220339,"X"
1266,"DUMP+",70.5084745762712,"X"
1267,"DUMP-",29.4915254237288,"X"
1268,"DUMP+",68.4745762711864,"X"
1269,"DUMP-",31.5254237288136,"X"
1270,"DUMP+",65.7627118644068,"X"
1271,"DUMP-",34.2372881355932,"X"
1272,"DUMP+",70.8474576271186,"X"
1273,"DUMP-",29.1525423728814,"X"
1274,"DUMP+",68.135593220339,"X"
1275,"DUMP-",31.864406779661,"X"
1276,"DUMP+",68.8135593220339,"X"
1277,"DUMP-",31.1864406779661,"X"
1278,"DUMP+",69.1525423728814,"X"
1279,"DUMP-",30.8474576271186,"X"
1280,"DUMP+",68.4745762711864,"X"
1281,"DUMP-",31.5254237288136,"X"
1282,"DUMP+",76.271186440678,"X"
1283,"DUMP-",23.728813559322,"X"
1284,"DUMP+",70.5084745762712,"X"
1285,"DUMP-",29.4915254237288,"X"
1286,"DUMP+",70.8474576271186,"X"
1287,"DUMP-",29.1525423728814,"X"
1288,"DUMP+",61.6949152542373,"X"
1289,"DUMP-",38.3050847457627,"X"
1290,"DUMP+",72.5423728813559,"X"
1291,"DUMP-",27.4576271186441,"X"
1292,"DUMP+",69.8305084745763,"X"
1293,"DUMP-",30.1694915254237,"X"
1294,"DUMP+",73.5593220338983,"X"
1295,"DUMP-",26.4406779661017,"X"
1296,"DUMP+",76.6101694915254,"X"
1297,"DUMP-",23.3898305084746,"X"
1298,"DUMP+",70.5084745762712,"X"
1299,"DUMP-",29.4915254237288,"X"
1300,"DUMP+",75.2542372881356,"X"
1301,"DUMP-",24.7457627118644,"X"
1302,"DUMP+",69.8305084745763,"X"
1303,"DUMP-",30.1694915254237,"X"
1304,"DUMP+",72.5423728813559,"X"
1305,"DUMP-",27.4576271186441,"X"
1306,"DUMP+",70.8474576271186,"X"
1307,"DUMP-",29.1525423728814,"X"
1308,"DUMP+",68.4745762711864,"X"
1309,"DUMP-",31.5254237288136,"X"
1310,"DUMP+",67.1186440677966,"X"
1311,"DUMP-",32.8813559322034,"X"
1312,"DUMP+",72.8813559322034,"X"
1313,"DUMP-",27.1186440677966,"X"
1314,"DUMP+",68.4745762711864,"X"
1315,"DUMP-",31.5254237288136,"X"
1316,"DUMP+",68.135593220339,"X"
1317,"DUMP-",31.864406779661,"X"
1318,"DUMP+",71.5254237288136,"X"
