"filebasename","normalized_bias","placeholder"
"20220526_y200_d5mi10s_003_D3D_3DALIGN_predictc008_predict.tif",0.105564241917671,"x"
"20220526_y200_d5mi10s_003_D3D_3DALIGN_predictc009_predict.tif",0.424300376944134,"x"
"20220526_y200_d5mi10s_003_D3D_3DALIGN_predictc009_predict.tif",0.412894256858682,"x"
"20220526_y200_d5mi10s_004_D3D_3DALIGN_predictc000_predict.tif",0.874667133089483,"x"
"20220526_y200_d5mi10s_004_D3D_3DALIGN_predictc000_predict.tif",0.899121712525444,"x"
"20220526_y200_d5mi10s_004_D3D_3DALIGN_predictc000_predict.tif",0.57053527480325,"x"
"20220526_y200_d5mi10s_004_D3D_3DALIGN_predictc001_predict.tif",0.559601547037625,"x"
"20220526_y200_d5mi10s_004_D3D_3DALIGN_predictc001_predict.tif",0.889448786768071,"x"
"20220526_y200_d5mi10s_004_D3D_3DALIGN_predictc001_predict.tif",0.141723034207034,"x"
"20220526_y200_d5mi10s_004_D3D_3DALIGN_predictc001_predict.tif",0.527628149683641,"x"
"20220526_y200_d5mi10s_004_D3D_3DALIGN_predictc002_predict.tif",0.600814695980467,"x"
"20220526_y200_d5mi10s_004_D3D_3DALIGN_predictc002_predict.tif",0.602614223446099,"x"
"20220526_y200_d5mi10s_004_D3D_3DALIGN_predictc002_predict.tif",0.154050668366517,"x"
"20220526_y200_d5mi10s_004_D3D_3DALIGN_predictc002_predict.tif",0.79467436919108,"x"
"20220526_y200_d5mi10s_004_D3D_3DALIGN_predictc002_predict.tif",0.676990086754184,"x"
"20220526_y200_d5mi10s_005_D3D_3DALIGN_predictc001_predict.tif",0.968596028450589,"x"
"20220526_y200_d5mi10s_005_D3D_3DALIGN_predictc001_predict.tif",0.81008423991322,"x"
"20220526_y200_d5mi10s_005_D3D_3DALIGN_predictc001_predict.tif",0.098809871397146,"x"
"20220526_y200_d5mi10s_005_D3D_3DALIGN_predictc001_predict.tif",0.136022242987288,"x"
"20220526_y200_d5mi10s_005_D3D_3DALIGN_predictc003_predict.tif",0.718721480558786,"x"
"20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc000_predict.tif",0.156965952267937,"x"
"20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc000_predict.tif",0.452894848032623,"x"
"20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc000_predict.tif",0.382392116581707,"x"
"20220526_y200_d5mi10s_006_D3D_3DALIGN_predictc000_predict.tif",0.261378284569196,"x"
